country,facility_name,town,address,latitude,longitude,coord_precision,outdoor_courts,surface,lighting,free_use,access,owner,lipas_id,source_url,data_cutoff,fact_check_notes
FINLAND,Ukonlinnan beachvolleykenttä 1,IMATRA,"Leiritie 8, 55420 IMATRA",61.207083,28.722490,address,1,,,,public,city,102189,http://www.imatra.fi/,2026-05-09,LIPAS id 102189; type 1330; status active
FINLAND,Ukonlinnan beachvolleykenttä 2,IMATRA,"Leiritie 8, 55420 IMATRA",61.207045,28.722633,address,1,,,,public,city,616808,http://www.imatra.fi/,2026-05-09,LIPAS id 616808; type 1330; status active
FINLAND,Leirintäalueen beachvolleykenttä,INHA,"Karhunkierros 249, 63920 INHA",62.539520,24.171837,address,1,sand,,,public,company-ltd,102124,,2026-05-09,LIPAS id 102124; type 1330; status active
FINLAND,Haukiniemen beachvolleykenttä,Iisalmi,"Haukiniemenkatu, 74120 Iisalmi",63.564116,27.178291,address,,sand,,yes,school,city,512672,https://iisalmi.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/beachvolley/,2026-05-09,LIPAS id 512672; type 1330; status active
FINLAND,Kangaslammen beachvolleykenttä 1,Iisalmi,"Pajukatu 1, 74130 Iisalmi",63.544813,27.229038,address,,sand,,yes,school,city,512675,https://iisalmi.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/beachvolley/,2026-05-09,LIPAS id 512675; type 1330; status active
FINLAND,Kangaslammen beachvolleykenttä 2,Iisalmi,"Pajukatu 1, 74130 Iisalmi",63.544728,27.229158,address,,sand,,yes,school,city,616803,https://iisalmi.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/beachvolley/,2026-05-09,LIPAS id 616803; type 1330; status active
FINLAND,Kangaslammen beachvolleykenttä 3,Iisalmi,"Pajukatu 1, 74130 Iisalmi",63.544638,27.229259,address,,sand,,yes,school,city,616804,https://iisalmi.fi/vapaa-aika/liikunta/ulkoliikuntapaikat/beachvolley/,2026-05-09,LIPAS id 616804; type 1330; status active
FINLAND,Wanhan beachvolleykenttä,Ilmajoki,"Urheilutie, 60800 Ilmajoki",62.728355,22.565541,address,1,sand,,yes,public,other,510042,http://www.ilmajoenseurakunta.fi/,2026-05-09,LIPAS id 510042; type 1330; status active
FINLAND,Rauhankylän beachvolleykenttä,Ilmarinen,"Pahkalaukkaantie 58, 21350 Ilmarinen",60.511831,22.380989,address,1,sand,,,public,city,515023,http://www.lieto.fi/,2026-05-09,LIPAS id 515023; type 1330; status active
FINLAND,Uimahallin rantalentopallokenttä,Ilomantsi,"Henrikintie 4, 82900 Ilomantsi",62.675510,30.910640,address,,sand,,,public,other,523827,,2026-05-09,LIPAS id 523827; type 1330; status active
FINLAND,Iskmon Beachvolleykenttä,Iskmo,"Iskmovägen 37, 65760 Iskmo",63.195046,21.591217,address,,sand,,yes,public,registered-association,602279,,2026-05-09,LIPAS id 602279; type 1330; status active
FINLAND,Ylistaron Alapään nuorisoseuran beachvolleykenttä,Isorehto,"Alapääntie 327, 61430 Isorehto",62.949187,22.455139,address,1,sand,,,public,registered-association,511588,https://ylistaronalapaanns.com/,2026-05-09,LIPAS id 511588; type 1330; status active
FINLAND,Itäkylän beachvolleykenttä,Itäkylä,"Uimalantie 39, 62660 Itäkylä",63.222436,23.716898,address,,,,,public,registered-association,529680,http://www.itakyla.fi/vapaa-aika/,2026-05-09,LIPAS id 529680; type 1330; status active
FINLAND,Aavarannan beachvolleykenttä,JOENSUU,"Nuottaniementie 43, 80140 JOENSUU",62.613118,29.696247,address,1,sand,,yes,public,city,517627,https://www.joensuu.fi/liikunta,2026-05-09,LIPAS id 517627; type 1330; status active
FINLAND,Koivuniemen beachvolleykenttä,JOENSUU,"Sulkuniemenkuja 2, 80230 JOENSUU",62.573733,29.780958,address,1,sand,,yes,public,city,517624,https://www.joensuu.fi/liikunta,2026-05-09,LIPAS id 517624; type 1330; status active
FINLAND,Linnunlahden beachvolleykenttä 1,JOENSUU,"Länsikatu 3, 80110 JOENSUU",62.595053,29.738872,address,1,sand,,yes,public,city,102046,https://www.joensuu.fi/liikunta,2026-05-09,LIPAS id 102046; type 1330; status active
FINLAND,Linnunlahden beachvolleykenttä 2,JOENSUU,"Länsikatu 3, 80110 JOENSUU",62.594722,29.739358,address,1,sand,,yes,public,city,102167,https://www.joensuu.fi/liikunta,2026-05-09,LIPAS id 102167; type 1330; status active
FINLAND,Marjalan beachvolleykenttä,JOENSUU,"Lintuaidantie 24, 80140 JOENSUU",62.630716,29.660618,address,1,sand,,yes,public,city,517622,https://www.joensuu.fi/liikunta,2026-05-09,LIPAS id 517622; type 1330; status active
FINLAND,Vehkalahden beachvolleykenttä,JOENSUU,"Vehkaniementie, 80220 JOENSUU",62.580024,29.765687,address,1,sand,,yes,public,city,517619,https://www.joensuu.fi/liikunta,2026-05-09,LIPAS id 517619; type 1330; status active
FINLAND,Huttulan beachvolleykenttä,JOUTSA,"Tokerontie 11, 19650 JOUTSA",61.742963,26.104015,address,1,sand,,,public,company-ltd,517776,,2026-05-09,LIPAS id 517776; type 1330; status active
FINLAND,Keskuspuiston beachvolleykenttä,JOUTSA,"Puistokuja, 19650 JOUTSA",61.742215,26.109858,address,1,sand,,yes,public,city,517775,https://www.joutsa.fi/vapaa-aika/liikuntapaikat/,2026-05-09,LIPAS id 517775; type 1330; status active
FINLAND,Pikonniemen beachvolleykenttä,JUANKOSKI,"Hiiliuunintie, 73500 JUANKOSKI",63.077386,28.315730,address,,sand,,,public,city,517789,,2026-05-09,LIPAS id 517789; type 1330; status active
FINLAND,Lamminjärven beachvolleykenttä 1,Jalasjärvi,"Kisatie, 61600 Jalasjärvi",62.487445,22.758088,address,,sand,,yes,public,city,511850,https://kurikka.fi/,2026-05-09,LIPAS id 511850; type 1330; status active
FINLAND,Lamminjärven beachvolleykenttä 2,Jalasjärvi,"Kisatie, 61600 Jalasjärvi",62.487475,22.758246,address,,sand,,yes,public,city,616907,https://kurikka.fi/,2026-05-09,LIPAS id 616907; type 1330; status active
FINLAND,Lamminjärven beachvolleykenttä 3,Jalasjärvi,"Kisatie, 61600 Jalasjärvi",62.487509,22.758413,address,,sand,,yes,public,city,616908,https://kurikka.fi/,2026-05-09,LIPAS id 616908; type 1330; status active
FINLAND,Lamminjärven beachvolleykenttä 4,Jalasjärvi,"Kisatie, 61600 Jalasjärvi",62.487552,22.758613,address,,sand,,yes,public,city,616909,https://kurikka.fi/,2026-05-09,LIPAS id 616909; type 1330; status active
FINLAND,Lamminjärven beachvolleykenttä 5,Jalasjärvi,"Kisatie, 61600 Jalasjärvi",62.487587,22.758790,address,,sand,,yes,public,city,616910,https://kurikka.fi/,2026-05-09,LIPAS id 616910; type 1330; status active
FINLAND,Mehtimäen beachvolleykenttä 1,Joensuu,"Lähteläntie 3, 80110 Joensuu",62.600912,29.736876,address,1,sand,,,public,city,616813,https://www.joensuu.fi/beachvolleykentat,2026-05-09,LIPAS id 616813; type 1330; status active
FINLAND,Mehtimäen beachvolleykenttä 2,Joensuu,"Lähteläntie 3, 80110 Joensuu",62.600852,29.737144,address,1,sand,,,public,city,616814,https://www.joensuu.fi/beachvolleykentat,2026-05-09,LIPAS id 616814; type 1330; status active
FINLAND,Mehtimäen beachvolleykenttä 3,Joensuu,"Lähteläntie 3, 80110 Joensuu",62.601086,29.736983,address,1,sand,,,public,city,517641,https://www.joensuu.fi/beachvolleykentat,2026-05-09,LIPAS id 517641; type 1330; status active
FINLAND,Mehtimäen beachvolleykenttä 4,Joensuu,"Lähteläntie 3, 80110 Joensuu",62.601036,29.737255,address,1,sand,,,public,city,616812,https://www.joensuu.fi/beachvolleykentat,2026-05-09,LIPAS id 616812; type 1330; status active
FINLAND,Beachvolleykenttä 1,Joroinen,"Mutalantie 14, 79600 Joroinen",62.183506,27.831466,address,,,,,public,city,527599,http://www.joroinen.fi/,2026-05-09,LIPAS id 527599; type 1330; status active
FINLAND,Beachvolleykenttä 2,Joroinen,"Mutalantie 14, 79600 Joroinen",62.183458,27.831627,address,,,,,public,city,616839,http://www.joroinen.fi/,2026-05-09,LIPAS id 616839; type 1330; status active
FINLAND,Kolpan beachvolleykenttä,Joroinen,"Tuohilahdentie 132, 79600 Joroinen",62.180003,27.779016,address,,sand,,,public,city,529270,http://www.joroinen.fi/palvelut/sivistyspalvelut/liikuntapalvelut/ulkoliikunta/,2026-05-09,LIPAS id 529270; type 1330; status active
FINLAND,Säläisjärven beachvolleykenttä,Jurva,"Kauhajoentie 247, 66300 Jurva",62.661833,21.986906,address,1,sand,,,public,city,513470,https://www.kurikka.fi/,2026-05-09,LIPAS id 513470; type 1330; status active
FINLAND,Jurvalan rantalentopallokenttä,Jurvala,"Kivijärventie 37, 54530 Jurvala",60.958721,27.780905,address,,sand,,,public,city,515903,http://www.luumaki.fi/,2026-05-09,LIPAS id 515903; type 1330; status active
FINLAND,Juuan lukion beachvolleykenttä,Juuka,"Koulutie 13, 83900 Juuka",63.237573,29.253592,address,1,sand,,,public,city,520993,www.juuka.fi,2026-05-09,LIPAS id 520993; type 1330; status active
FINLAND,Niemislammen rantalentopallokenttä,Juuka,"Viitaniementie 295, 83900 Juuka",63.237772,29.198327,address,1,sand,,,public,city,520994,www.juuka.fi,2026-05-09,LIPAS id 520994; type 1330; status active
FINLAND,Beach Jyväskylä beachvolleyhalli,Jyväskylä,"Vilkkutie 5, 40320 Jyväskylä",62.292318,25.796364,address,1,sand,yes,,public,company-ltd,604366,https://www.beachjyvaskyla.fi/,2026-05-09,LIPAS id 604366; type 1330; status active
FINLAND,Kivelänrannan beachvolleykenttä 2,Jyväskylä,"Taulumäentie 57, 40200 Jyväskylä",62.258653,25.740202,address,1,sand,,yes,public,city,616840,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 616840; type 1330; status active
FINLAND,Nenäinniemen beachvolleykenttä,Jyväskylä,"Nauttionpolku 4, 40520 Jyväskylä",62.205113,25.766704,address,1,sand,,yes,public,city,521701,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 521701; type 1330; status active
FINLAND,Ristikiven beachvolleykenttä,Jyväskylä,"Sippulantie 41, 40520 Jyväskylä",62.208027,25.755694,address,1,sand,,yes,public,city,521702,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 521702; type 1330; status active
FINLAND,Sääksjärven beachvolleykenttä,Jyväskylä,"Säynätsalontie 32, 40530 Jyväskylä",62.179275,25.731297,address,1,sand,,yes,public,city,521685,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 521685; type 1330; status active
FINLAND,Tuomiojärven beachvolleykenttä 1,Jyväskylä,"Polvitie 1 a, 40200 Jyväskylä",62.254636,25.745721,address,1,sand,,,public,city,521689,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 521689; type 1330; status active
FINLAND,Tuomiojärven beachvolleykenttä 2,Jyväskylä,"Martti Korpilahden polku, 40200 Jyväskylä",62.254636,25.745821,address,1,sand,,,public,city,616841,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 616841; type 1330; status active
FINLAND,Tuomiojärven beachvolleykenttä 3,Jyväskylä,"Martti Korpilahden polku, 40200 Jyväskylä",62.254426,25.745539,address,1,sand,,,public,city,616842,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 616842; type 1330; status active
FINLAND,Tuomiojärven beachvolleykenttä 4,Jyväskylä,"Martti Korpilahden polku, 40200 Jyväskylä",62.254426,25.745639,address,1,sand,,,public,city,616843,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 616843; type 1330; status active
FINLAND,Tuomiojärven beachvolleykenttä 5,Jyväskylä,"Martti Korpilahden polku, 40200 Jyväskylä",62.254162,25.745228,address,1,sand,,,public,city,616844,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 616844; type 1330; status active
FINLAND,Tuomiojärven beachvolleykenttä 6,Jyväskylä,"Martti Korpilahden polku, 40200 Jyväskylä",62.254162,25.745328,address,1,sand,,,public,city,616845,https://www.jyvaskyla.fi/liikunta,2026-05-09,LIPAS id 616845; type 1330; status active
FINLAND,Maauimalan beachvolleykenttä,JÄMSÄ,"Keskuskatu 16, 42100 JÄMSÄ",61.865085,25.201006,address,1,sand,,yes,public,city,517912,jamsa.sometec.fi,2026-05-09,LIPAS id 517912; type 1330; status active
FINLAND,Särkijärven beachvolleykenttä 1,JÄMSÄ,"Moiskalantie 19, 42100 JÄMSÄ",61.874466,25.215668,address,1,sand,,,public,city,517904,jamsa.sometec.fi,2026-05-09,LIPAS id 517904; type 1330; status active
FINLAND,Särkijärven beachvolleykenttä 2,JÄMSÄ,"Moiskalantie 19, 42100 JÄMSÄ",61.874466,25.215768,address,1,sand,,,public,city,616852,jamsa.sometec.fi,2026-05-09,LIPAS id 616852; type 1330; status active
FINLAND,Oinaalan beachvolleykenttä 1,JÄMSÄNKOSKI,"Oinaalantie 41 B, 42300 JÄMSÄNKOSKI",61.929411,25.159761,address,1,sand,,,public,city,102163,jamsa.sometec.fi,2026-05-09,LIPAS id 102163; type 1330; status active
FINLAND,Oinaalan beachvolleykenttä 2,JÄMSÄNKOSKI,"Oinaalantie 41 B, 42300 JÄMSÄNKOSKI",61.929049,25.159890,address,1,sand,,,school,city,102096,jamsa.sometec.fi,2026-05-09,LIPAS id 102096; type 1330; status active
FINLAND,Järvenpään beachvolleykenttä 1,JÄRVENPÄÄ,"Seutulantie 14, jäähallia vastapäätä, 04410 JÄRVENPÄÄ",60.482286,25.088133,address,,sand,,,school,city,102152,http://www.jarvenpaa.fi/,2026-05-09,LIPAS id 102152; type 1330; status active
FINLAND,Järvenpään beachvolleykenttä 2,JÄRVENPÄÄ,"Seutulantie 14, jäähallia vastapäätä, 04410 JÄRVENPÄÄ",60.482286,25.088233,address,,sand,,,school,city,616860,http://www.jarvenpaa.fi/,2026-05-09,LIPAS id 616860; type 1330; status active
FINLAND,Jämin maauimalan beachvolleykenttä,Jämijärvi,"Sormelantie 77, 38800 Jämijärvi",61.779344,22.718318,address,1,sand,,yes,public,company-ltd,517903,myynti@jamikeskus.fi,2026-05-09,LIPAS id 517903; type 1330; status active
FINLAND,Urheilukentän beach volley -kenttä,Jämijärvi,"Aroniementie 18, 38800 Jämijärvi",61.814069,22.696389,address,1,sand,,yes,school,city,619033,https://jamijarvi.fi/,2026-05-09,LIPAS id 619033; type 1330; status active
FINLAND,Jäälin keitaan beach volley kenttä,Jääli,"Laivakantaantie/Jäälintie, 90940 Jääli",65.083752,25.710453,address,1,sand,,,public,city,505550,,2026-05-09,LIPAS id 505550; type 1330; status active
FINLAND,Kirkonkylän uimarannan beachvolleykenttä,KAAVI,"Kuikkatie 7, 73600 KAAVI",62.974208,28.468572,address,,sand,,yes,public,city,518831,http://www.kaavi.fi/Liikunta,2026-05-09,LIPAS id 518831; type 1330; status active
FINLAND,Kaupunginlammen beachvolleykenttä 1,KAJAANI,"Ratakatu 2, 87100 KAJAANI",64.227078,27.714144,address,1,sand,,yes,school,city,518890,https://kajaani.fi/kulttuuri-ja-liikunta/liikunta/ulkoliikuntapaikat/lahiliikuntapaikat-ja-skeittiparkit/,2026-05-09,LIPAS id 518890; type 1330; status active
FINLAND,Kaupunginlammen beachvolleykenttä 2,KAJAANI,"Ratakatu 2, 87100 KAJAANI",64.227341,27.713948,address,1,sand,,yes,school,city,616862,https://kajaani.fi/kulttuuri-ja-liikunta/liikunta/ulkoliikuntapaikat/lahiliikuntapaikat-ja-skeittiparkit/,2026-05-09,LIPAS id 616862; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 1,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120196,22.146259,address,1,sand,,yes,school,city,518793,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 518793; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 10,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.119972,22.146768,address,1,sand,,yes,school,city,616771,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616771; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 11,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.119840,22.146576,address,1,sand,,yes,school,city,616772,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616772; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 12,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.119906,22.146831,address,1,sand,,yes,school,city,616773,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616773; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 13,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120100,22.147266,address,1,sand,,yes,school,city,616774,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616774; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 14,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120008,22.147399,address,1,sand,,yes,school,city,616775,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616775; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 2,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120257,22.146505,address,1,sand,,yes,school,city,616763,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616763; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 3,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120134,22.146316,address,1,sand,,yes,school,city,616764,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616764; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 4,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120178,22.146559,address,1,sand,,yes,school,city,616765,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616765; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 5,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120046,22.146369,address,1,sand,,yes,school,city,616766,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616766; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 6,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120092,22.146662,address,1,sand,,yes,school,city,616767,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616767; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 7,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.119977,22.146430,address,1,sand,,yes,school,city,616768,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616768; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 8,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.120042,22.146711,address,1,sand,,yes,school,city,616769,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616769; type 1330; status active
FINLAND,Euran urheilukeskuksen beachvolleykenttä 9,KAUTTUA,"Nummentie 28, 27500 KAUTTUA",61.119928,22.146499,address,1,sand,,yes,school,city,616770,https://www.eura.fi/kulttuuri-ja-vapaa-aika/luonto-ja-ulkoilu/ulkoliikuntapaika/,2026-05-09,LIPAS id 616770; type 1330; status active
FINLAND,Kiperin beachvolleykenttä,KAUTTUA,"Kiperintie, 27500 KAUTTUA",61.077287,22.162455,address,1,sand,,yes,public,city,101198,http://www.eura.fi/,2026-05-09,LIPAS id 101198; type 1330; status active
FINLAND,Urheilukeskuksen beachvolleykenttä 1,KEMPELE,"Sarkkirannantie 20, 90440 KEMPELE",64.920258,25.470112,address,1,sand,,,public,city,518257,https://www.kempele.fi/vapaa-aika/liikuntapalvelut.html,2026-05-09,LIPAS id 518257; type 1330; status active
FINLAND,Urheilukeskuksen beachvolleykenttä 2,KEMPELE,"Sarkkirannantie 20, 90440 KEMPELE",64.920237,25.470283,address,1,sand,,,public,city,616884,https://www.kempele.fi/vapaa-aika/liikuntapalvelut.html,2026-05-09,LIPAS id 616884; type 1330; status active
FINLAND,Keravan maauimalan beachvolleykenttä,KERAVA,"Tuusulantie 45, 04200 KERAVA",60.408033,25.093677,address,1,sand,,,public,city,511782,http://www.kerava.fi/palvelut/liikunta-ja-ulkoilu/maauimala,2026-05-09,LIPAS id 511782; type 1330; status active
FINLAND,Ryönänjoen Beachvolleykenttä,KIURUVESI,"Karsikkoniementie, 74700 KIURUVESI",63.605434,26.697633,address,1,sand,,yes,public,registered-association,610559,,2026-05-09,LIPAS id 610559; type 1330; status active
FINLAND,Hyytiälän lentopallokenttä,KORKEAKOSKI,"Hyytiäläntie 134, 35500 KORKEAKOSKI",61.845065,24.285829,address,1,sand,,,public,other,101290,,2026-05-09,LIPAS id 101290; type 1330; status active
FINLAND,Koskenpään beachvolleykenttä,KOSKENPÄÄ,"Pankkosentie 4, 42440 KOSKENPÄÄ",62.080507,25.139575,address,1,sand,,yes,public,city,517942,jamsa.sometec.fi,2026-05-09,LIPAS id 517942; type 1330; status active
FINLAND,Kuntalan beachvolleykenttä 1,KUHMOINEN,"Puistotie 4, 17800 KUHMOINEN",61.562738,25.179416,address,1,sand,,yes,public,city,102172,http://www.kuhmoinen.fi/vapaa-aika/liikuntapalvelut,2026-05-09,LIPAS id 102172; type 1330; status active
FINLAND,Kuntalan beachvolleykenttä 2,KUHMOINEN,"Puistotie 4, 17800 KUHMOINEN",61.562738,25.179516,address,1,sand,,yes,public,city,616899,http://www.kuhmoinen.fi/vapaa-aika/liikuntapalvelut,2026-05-09,LIPAS id 616899; type 1330; status active
FINLAND,Liikuntakeskuksen ulkoilu- ja urheilupuiston beachvolleykenttä 1,KUUSAMO,"Kitkantie 42, 93600 KUUSAMO",65.971254,29.185268,address,1,sand,,yes,public,city,102098,https://www.kuusamo.fi/kulttuuri-ja-vapaa-aika/liikunta/,2026-05-09,LIPAS id 102098; type 1330; status active
FINLAND,Liikuntakeskuksen ulkoilu- ja urheilupuiston beachvolleykenttä 2,KUUSAMO,"Kitkantie 42, 93600 KUUSAMO",65.971412,29.185101,address,1,sand,,yes,public,city,616911,https://www.kuusamo.fi/kulttuuri-ja-vapaa-aika/liikunta/,2026-05-09,LIPAS id 616911; type 1330; status active
FINLAND,Nuorisotalon beachvolleykenttä,Kaavi,"Kunnantie 4, 73600 Kaavi",62.976254,28.479996,address,,sand,,,public,city,102083,www.kaavi.fi,2026-05-09,LIPAS id 102083; type 1330; status active
FINLAND,Kaislastenlahden beachvolley -kenttä,Kaislastenlahti,"Annikki-veturin tie 3, 71520 Kaislastenlahti",62.894584,27.421824,address,,,,,public,city,615353,,2026-05-09,LIPAS id 615353; type 1330; status active
FINLAND,Hiekkasärkkien beachvolleykenttä 1,Kalajoki,"Dyynitie 4, 85100 Kalajoki",64.233348,23.805343,address,1,sand,,,public,city,519057,,2026-05-09,LIPAS id 519057; type 1330; status active
FINLAND,Hiekkasärkkien beachvolleykenttä 2,Kalajoki,"Dyynitie 4, 85100 Kalajoki",64.233280,23.805506,address,1,sand,,,public,city,616863,,2026-05-09,LIPAS id 616863; type 1330; status active
FINLAND,Hiekkasärkkien beachvolleykenttä 3,Kalajoki,"Dyynitie 4, 85100 Kalajoki",64.233233,23.805144,address,1,sand,,,public,city,616864,,2026-05-09,LIPAS id 616864; type 1330; status active
FINLAND,Hiekkasärkkien beachvolleykenttä 4,Kalajoki,"Dyynitie 4, 85100 Kalajoki",64.233177,23.805321,address,1,sand,,,public,city,616865,,2026-05-09,LIPAS id 616865; type 1330; status active
FINLAND,Liutun beachvolleykenttä,Kangasala,"Rantakuja, 36240 Kangasala",61.471224,23.936360,address,1,sand,,yes,public,city,519033,https://www.kangasala.fi/hyvinvointi-ja-vapaa-aika/liikuntapalvelut/liikuntapaikat/ulkoliikuntapaikat/,2026-05-09,LIPAS id 519033; type 1330; status active
FINLAND,Vahderpään vapaa-aikakeskuksen lentopallokenttä,Kangasala,"Vahderpääntie 84, 36200 Kangasala",61.502005,24.217746,address,1,sand,,,public,city,519043,https://www.kangasala.fi/koe-viihdy-ja-ela/vuokrattavat-tilat-ja-alueet/,2026-05-09,LIPAS id 519043; type 1330; status active
FINLAND,Vesaniemen beachvolleykenttä 1,Kangasala,"Vesaniementie 15, 36200 Kangasala",61.467050,24.083926,address,1,sand,,,public,city,519032,https://www.kangasala.fi/hyvinvointi-ja-vapaa-aika/liikuntapalvelut/liikuntapaikat/ulkoliikuntapaikat/,2026-05-09,LIPAS id 519032; type 1330; status active
FINLAND,Vesaniemen beachvolleykenttä 2,Kangasala,"Vesaniementie 15, 36200 Kangasala",61.467222,24.084020,address,1,sand,,,public,city,617699,https://www.kangasala.fi/hyvinvointi-ja-vapaa-aika/liikuntapalvelut/liikuntapaikat/ulkoliikuntapaikat/,2026-05-09,LIPAS id 617699; type 1330; status active
FINLAND,Pasonniemen uimarannan beachvolleykenttä,Kangaslampi,"Pasonniementie, 79480 Kangaslampi",62.288924,28.271197,address,,sand,,yes,public,city,612464,https://varkaus.fi/fi/sivu/ulkoilu-ja-liikuntapaikat,2026-05-09,LIPAS id 612464; type 1330; status active
FINLAND,Uimalan beachvolleykenttä,Kangasniemi,"Satamatie 34, 51200 Kangasniemi",61.985242,26.644406,address,1,sand,,yes,public,city,512082,https://www.kangasniemi.fi/vapaa-aika-ja-liikunta/liikunta/ulkoliikuntapaikat/uimala/,2026-05-09,LIPAS id 512082; type 1330; status active
FINLAND,Kuninkaanlähteen beachvolleykenttä,Kankaanpää,"Kuninkaanlähteentie 393, 38700 Kankaanpää",61.776547,22.523066,address,1,sand,,,public,registered-association,518921,http://www.sfcsatakunta.fi/,2026-05-09,LIPAS id 518921; type 1330; status active
FINLAND,Rivieran beachvolley kenttä,Kankaanpää,"Tapalankatu 7, 38700 Kankaanpää",61.799893,22.388503,address,,,,,public,city,602753,,2026-05-09,LIPAS id 602753; type 1330; status active
FINLAND,Piispalan beachvolleykenttä,Kannonkoski,"Kurssitie 40, 43300 Kannonkoski",63.014885,25.174432,address,1,sand,,,public,city,518873,https://piispala.fi/liikuntatilat/,2026-05-09,LIPAS id 518873; type 1330; status active
FINLAND,Kitinkankaan beachvolleykenttä 1,Kannus,"Liikuntatie 2, 69100 Kannus",63.904297,23.939406,address,,sand,,,public,city,518868,https://kannus.fi/vapaa-aika/liikunta/,2026-05-09,LIPAS id 518868; type 1330; status active
FINLAND,Kitinkankaan beachvolleykenttä 2,Kannus,"Liikuntatie 2, 69100 Kannus",63.904233,23.939626,address,,sand,,,public,city,616873,https://kannus.fi/vapaa-aika/liikunta/,2026-05-09,LIPAS id 616873; type 1330; status active
FINLAND,Kitinkankaan beachvolleykenttä 3,Kannus,"Liikuntatie 2, 69100 Kannus",63.904165,23.939849,address,,sand,,,public,city,616874,https://kannus.fi/vapaa-aika/liikunta/,2026-05-09,LIPAS id 616874; type 1330; status active
